episode,total_reward,length,tracking_lin_vel,tracking_ang_vel,lin_vel_z,base_height,action_rate,similar_to_default
1,220.3754435297325,66,227.66225524246693,16.233835790975718,-6.9834476135947625,-0.6514646674181002,0.0,-15.885735222697265
2,2771.125193991037,771,2778.7864588946104,220.22599387390073,-24.111387671922422,-1.788720555663077,0.0,-201.9871505498885
3,2.1828235760331154,1,1.8393974006175995,0.5,0.0,-0.10796118527650833,0.0,-0.04861263930797577
4,536.0464337748018,147,540.477647036314,43.668541591614485,-8.773902397442555,-0.6306776036705486,0.0,-38.695174852013594
5,1787.0627504987615,468,1817.117392718792,111.81444190693648,-17.487708731673322,-1.2623372247175313,0.0,-123.11903817057609
6,601.7114758836464,169,608.034616112709,50.823962883594504,-11.468710502434078,-0.9680291923593387,0.0,-44.710363417863825
7,1968.1659440904348,514,1983.4273079782724,140.6235359024722,-20.04419406213404,-1.658296215179127,0.0,-134.1824095129966
8,1470.1294712895526,382,1481.5273575484753,108.21777064045091,-15.392653204904104,-1.2579815775700531,0.0,-102.96502211689945
9,2157.416145247307,590,2190.4589554667473,149.74292129154856,-23.73272065361143,-2.1109755041937417,0.0,-156.9420353531836
10,892.2799877273692,241,898.8413637876511,66.86816193512641,-10.4148064361767,-0.8719587177780852,0.0,-62.14277284145351
11,1601.526111243183,445,1611.101237386465,125.50517883252178,-16.12139922972695,-1.2295854226094827,0.0,-117.7293203234673
12,2848.807230039815,748,2849.833112359047,218.66322469344232,-20.95468579831288,-1.7102874367430454,0.0,-197.02413377761843
13,1317.2543088566222,355,1321.5974901616573,104.13387506560684,-15.622766339517057,-1.2125674443739243,0.0,-91.64172258675107
14,3752.373353238008,1001,3787.0665580034256,262.2491269632678,-29.218607656140556,-2.4405264430931073,0.0,-265.28319762945176
15,3841.0077690234134,1001,3858.3588771522045,283.3663604044632,-28.80344609211996,-2.7576672657582657,0.0,-269.1563551753763
16,2.2560079406946896,1,1.8393974006175995,0.5,0.0,-0.045855240896344185,0.0,-0.037534219026565556
17,2.224403910525143,1,1.8393974006175995,0.5,0.0,-0.04590048920363188,0.0,-0.06909300088882446
18,587.5057025324973,169,596.4860634505749,48.15949882562563,-11.884547149653052,-0.9259324215590858,0.0,-44.329380172491085
19,2626.9492920112593,695,2645.1167629659176,183.91523261643306,-19.032830185516453,-1.3678378380797795,0.0,-181.6820355474949
20,2.1626644056290387,1,1.8393974006175995,0.5,0.0,-0.11540484614670277,0.0,-0.061328148841857916
21,1625.3333647761947,420,1618.5152596235275,130.82076921709813,-13.145778926575758,-1.0254381027808934,0.0,-109.83144703507422
22,49.577913599630804,25,55.46011380851269,7.277936158818193,-6.495961245556828,-0.5140973738446064,0.0,-6.150077748298644
23,3575.774703278982,1001,3607.99423083663,263.0513741542113,-28.158420804469145,-2.0360441791511352,0.0,-265.0764367282389
24,6.067907549999655,3,5.0863537192344666,1.4975626468658447,-0.19004350155591965,-0.17887199763208628,0.0,-0.14709331691265107
25,592.7245769957725,168,602.7377672493458,43.900703342456836,-8.34206373131292,-0.6498422834641326,0.0,-44.921987581253056
26,1510.3185319009428,389,1510.1210263371468,115.08896571095623,-15.008156401025133,-0.9677267815182811,0.0,-98.91557696461683
27,1028.9180841584725,277,1041.8057809770107,71.48801005761925,-9.850783568821512,-0.9038131183749165,0.0,-73.62111018896105
28,3724.4791950218496,1001,3747.529821395874,273.6244186334952,-26.798028554208962,-2.3443297906366656,0.0,-267.53268666267394
29,691.2695731655967,193,714.1067253798246,42.78914429579163,-13.467591139123968,-1.0016912214680973,0.0,-51.15701414942741
30,581.8108320125078,168,600.9971000254154,39.373662663930645,-12.38516999034593,-1.0950108042711237,0.0,-45.07974988222123
31,1933.6917000385145,511,1954.871579632163,131.86631733178365,-18.03985001129025,-1.282123959034256,0.0,-133.7242229551078
32,3812.0295232671347,1001,3821.6959722340107,285.73193392188114,-25.976905705283723,-2.4656918940667127,0.0,-266.9557852894068
33,565.9539480176209,163,589.4832420349121,35.41613018678618,-13.70487858667654,-1.021965815483803,0.0,-44.2185798019171
34,3156.403296619599,830,3188.391529917717,218.22215166902788,-25.187737825641054,-2.49128634839074,0.0,-222.53136079311395
35,2.2544767406769095,1,1.8393974006175995,0.5,0.0,-0.03616085974499583,0.0,-0.048759800195693974
