episode,total_reward,length,tracking_lin_vel,tracking_ang_vel,lin_vel_z,base_height,action_rate,similar_to_default
1,2507.957228273225,1001,2404.223727285862,380.46064468097074,-20.521145612662117,-3.831525281048016,0.0,-252.37447279989723
2,85.5614150929488,37,106.7634953558445,6.339812113541484,-14.860918674152344,-0.6818929787607431,0.0,-11.999080723524095
3,2.2418713150545955,1,1.8393974006175995,0.5,0.0,-0.06985236424952745,0.0,-0.027673721313476562
4,2.2029153287410734,1,1.8393974006175995,0.5,0.0,-0.09953022003173828,0.0,-0.0369518518447876
5,2.222831827029586,1,1.8393974006175995,0.5,0.0,-0.08758285082876682,0.0,-0.028982722759246828
6,2.208652089908719,1,1.8393974006175995,0.5,0.0,-0.0947387795895338,0.0,-0.03600653111934662
7,19.903497953742043,9,22.47942790389061,2.7660213336348534,-3.3930789306759834,-0.23965426531503908,0.0,-1.7092180877923966
8,2492.253000724211,1001,2369.8047179728746,387.1866436117082,-11.607687234742778,-3.683466454904192,0.0,-249.44720717072485
9,3226.1718854981427,1001,3249.2795984447002,295.75638858235766,-23.24201033090036,-8.404058992909995,0.0,-287.2180322051047
10,2936.717930922637,1001,2904.147020727396,330.9266125302801,-26.710923571449012,-5.642580133018176,0.0,-266.00219863057185
11,2.225446641072631,1,1.8393974006175995,0.5,0.0,-0.06931477226316929,0.0,-0.04463598728179932
12,2442.9538549779427,1001,2320.345402956009,386.60462737704455,-12.479451655273916,-3.703386251597749,0.0,-247.8133374482391
13,2595.222778336758,1001,2515.5271331220865,363.00887122405004,-20.817706655592968,-4.625291939416343,0.0,-257.8702274143694
14,2486.6698197340097,1001,2359.7377406805754,396.23796013994126,-15.00214134759672,-3.927991307227785,0.0,-250.37574843168252
15,2484.545217655443,1001,2369.1184620559216,386.62080540424233,-18.885967901028238,-3.754884901281912,0.0,-248.55319700241068
16,2570.0489257389604,1001,2466.7115051299334,374.1483593383152,-12.723540755307619,-4.317889296259914,0.0,-253.7695086777208
17,2.191565948352218,1,1.8393974006175995,0.5,0.0,-0.07677354849874973,0.0,-0.07105790376663208
18,2736.6751701808885,1001,2658.0525685846806,355.40674719530654,-14.961719102420073,-4.618626539641326,0.0,-257.203799957037
19,2481.074728202374,1001,2345.879233032465,398.48279552928693,-11.891835022837698,-3.377734561065182,0.0,-248.01773077547497
20,50.08083509980061,21,61.0915432870388,5.124557671777438,-8.79303524363786,-0.42930669522320386,0.0,-6.912923920154572
21,2.2123157791793346,1,1.8393974006175995,0.5,0.0,-0.08722947910428047,0.0,-0.039852142333984375
22,2.218793564848602,1,1.8393974006175995,0.5,0.0,-0.078013283200562,0.0,-0.04259055256843567
23,65.7219433377345,34,76.616435572505,7.099652153931146,-8.212270956621069,-0.546171999256444,0.0,-9.235701432824134
24,4.311698470637202,2,3.635558634996414,0.9922309815883636,-0.06462155282497406,-0.1545726228505373,0.0,-0.09689697027206422
25,2.2393176516518,1,1.8393974006175995,0.5,0.0,-0.05512236151844263,0.0,-0.04495738744735718
26,2.166154232621193,1,1.8393974006175995,0.5,0.0,-0.10391809046268463,0.0,-0.06932507753372193
27,267.73927750403885,90,297.28695407509804,8.917838565176424,-9.326918586564716,-1.2461078823019989,0.0,-27.892488667368877
28,185.21289554279187,65,203.282268345356,13.826291842008281,-9.846166763971269,-1.3025396367542186,0.0,-20.7469582438469
29,2611.340853610935,1001,2493.836382254958,383.3620607294365,-10.646265663156946,-3.71438808641841,0.0,-251.49693562388444
30,2640.6528878041777,1001,2546.099534779787,366.54320880702676,-12.720319992267768,-4.252167974397025,0.0,-255.0173678159715
31,569.6336138978746,166,609.8776323348284,26.17675373858524,-12.39582205827382,-2.209620410596358,0.0,-51.81532970666884
32,2451.281191318992,1001,2302.882292866707,403.6037881835364,-7.931330876535897,-3.0597645964780895,0.0,-244.21379425823716
33,2789.4854747960153,1001,2731.1641243100166,343.18548678151467,-17.58312537725927,-5.333766351577651,0.0,-261.9472445666793
34,2522.0804820693515,1001,2405.95155864954,382.05300700314683,-12.823448136698936,-3.8335667446537514,0.0,-249.26706870198234
35,2.1683996371924876,1,1.8393974006175995,0.5,0.0,-0.10483788326382637,0.0,-0.0661598801612854
